5943,0.0,"","","","","","","","","",1.548,"","","",1.56,"","","","","","","","",0.966,"","","","","","","","","","","","","","",1.558,"","","","","","","","","","","","","","","","",2.145,"",2.01,"","","","","","","","","","","","","","","","","","","","",1.099,"","",2.333,"","",0.555,0.698,"","","","","","",3.545,"","",1.871,"","","",""
5944,0.0,"","","","","","","","","",1.548,"","","","","","","",1.854,"","","","",0.966,"","","","",2.016,"","","","","","","","","",1.558,1.591,1.221,"",0.89,1.816,"",1.932,"","","",0.896,"","","","",0.888,"","",2.01,"","","","","","","",1.34,1.608,1.878,"","","","",1.572,"","","","","",0.366,"","","","","",0.555,0.698,"","",0.868,"","","",3.545,1.463,"","","","","",""
5945,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","",1.993,"","","","","","","","","","","","","","",0.89,"","","","","","",0.896,"","","","","","","","","","",1.089,0.522,"","","","","","","","","","",1.572,"","","",1.884,"",1.099,"","","","","","","",0.872,"","","",1.181,"",1.773,"","","","","","",""
5946,0.0,"",1.512,"","","","","","","","","","","","","","","","",1.017,"","","",0.966,1.988,"","","","","","","","",1.765,1.295,"","","","","",1.221,1.358,0.668,1.816,"","",2.667,"","",0.896,"","","","","","","","","",3.304,1.089,0.522,"","","","","","","","","","","","","","","","","",0.876,1.977,"","","",0.555,"",1.744,"","","","","",1.773,1.463,"","","","","",""
5947,0.0,"",1.512,1.64,1.868,3.215,"",2.141,"","","","","","","","","","",3.708,1.017,"","",3.788,"","",1.646,"","","","",3.116,1.51,"",1.765,"","",3.687,"","","",0.61,1.358,0.668,1.816,"","","","","","","","",1.998,"",3.552,"",2.044,"",1.119,1.652,"",1.567,"",1.595,"","","",1.878,"","",2.029,1.432,1.572,"","","",3.769,1.813,3.297,1.752,"",1.167,"","",1.109,0.698,1.744,"",3.471,1.459,"",1.726,"",1.463,2.066,"","","","",""
5948,0.0,"","","","","","","",1.808,"","","","",1.668,3.121,1.826,2.116,"","","","","","","","","","","","","",3.116,4.529,"",1.765,"","","","",0.779,"","","",1.113,3.633,1.94,"","","",2.056,"","",1.884,"","",1.776,"","",2.01,2.238,"",1.089,3.655,"",1.595,"",1.34,1.608,"","",2.1,"",1.432,"","",1.69,"","","",1.099,"","","","","",0.555,0.698,0.872,"",1.735,"","","","",5.851,"","","","","",""
5949,0.0,"","","","","","","","","","","","","",1.56,1.826,"","","","","","","","","","","","","",1.843,"","","","","","","","","","",0.61,"","","","","","","","","","","","","",0.888,"","","","","","","","","","",1.34,"","","","","","","","","","","","",0.366,"",1.977,"","","","","",0.872,"",0.868,"","","",1.773,"","","","",1.826,"",1.894
5950,0.0,"","","","","","","","","",1.548,"","","","","","","","","","","","","","","","","",2.016,"",2.078,1.51,"",1.765,"","","","","","",0.61,"",0.445,1.816,"",1.932,"","",2.056,"","","","","",1.776,"","","","",1.652,1.089,"","","","","",1.608,"","",2.1,"","","","",1.69,1.635,"","",0.733,0.876,"","","","","",0.698,"",1.978,1.735,"","","",1.773,1.463,2.066,"","","","",""
5951,0.0,"","","","",1.608,"",2.141,"","","","",1.787,1.668,1.56,"","","","","","","",1.894,"","",1.646,"","","",1.843,"",3.019,2.022,1.765,"","","","","",1.591,0.61,1.358,1.335,"",0.97,"","","",2.056,"","","",1.998,"","","",8.177,"",1.119,"",1.089,"","","","","","","","","","","","","","","",3.769,1.813,0.366,0.876,"",1.167,"","",1.664,"","",1.978,0.868,"","","","","","","","","","",""
5952,0.0,"","","",1.868,"",1.571,"","","",3.095,"","","",1.56,"","",3.866,"","","","","",0.966,"","","","","","","",1.51,"",1.765,"","","","","",1.591,"","",0.445,"","","","",1.535,"","",2.087,"","","","",2.145,"",1.005,1.119,"","","","","","","","","","","","",1.432,"","","","","","",1.099,"",1.977,"","","","","",0.872,"","","","","",1.773,"","","","","","",""
