10,0.0,"","","","","","","","","","","","","",3.121,"","","","","","","","","","","","","","","","","",2.022,"","","","","","","","","",0.445,"","","",1.334,"","","","","","","",1.776,"","",2.01,2.238,"","",0.522,"","","","","","","","","","","","","","","","","","","","","","","","",1.744,"",1.735,"","","","","","","","","","",""
11,0.0,"","","",1.868,1.608,1.571,"","","","","","",1.668,"","","","","","","","","","","",1.646,"",1.993,2.016,"","","","","","","","","","","","","","","","","","","","","","","","","",0.888,"","",2.01,"",1.652,"","","",1.595,"","","","","","","","","","","","","","",0.733,"",1.977,2.333,"",1.433,"",0.698,0.872,"",0.868,"",1.181,"","","","","","","","",""
12,0.0,"","","","","","","","","",1.548,"","","","","","","","","","","",1.894,0.966,"","","","","","","","","",1.765,"","",1.229,"",0.779,"","",1.358,0.89,"","","","",1.535,"",2.688,"","","","","","",2.044,2.01,1.119,"","",1.044,"","","",1.34,"","",2.153,"","","","","","","","","",0.366,2.628,"","","","",0.555,0.698,"","","",1.459,"","","","","","","","","",""
13,0.0,"",1.512,"","",1.608,"","","","","","","","","","","","","","","",1.894,"","","","",1.233,"","",3.686,"","","","","","",1.229,2.065,"",1.591,"","",0.445,"","","","","","","","",1.884,1.998,"","","","",2.01,"","",1.089,0.522,"","","","","","","","",2.029,"","","","","","","",0.366,0.876,"","","","",1.109,0.698,"","","","","","","","","","","",1.826,"",""
14,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.221,"",0.223,"","","",1.334,1.535,"",0.896,2.087,"","","","","","","",1.119,"","",0.522,"","","","","","","","","","","","","","","","","","","",1.167,"","","","","","","","","",1.726,"","","","","","","",""
15,0.0,"","",1.64,"","","","","","","","","",1.668,"","","","",1.854,"","",3.788,"","","","","","","",5.53,"","","","",2.591,1.868,"","","",3.181,"","",0.89,"",1.94,"",2.667,"","","","","",1.998,4.091,"","","","","","",1.089,1.044,"",1.595,"","","","",2.153,"","","",1.572,"","","","","",1.831,"","",1.167,"","",0.555,1.396,"",1.978,"","","","","",1.463,"","","",1.826,5.573,""
16,0.0,"",1.512,"","",1.608,1.571,"","","",1.548,"","","",1.56,"","","","","","",1.894,1.894,"","","",1.233,"",2.016,11.059,2.078,"",2.022,"","",1.868,"",2.065,1.558,3.181,0.61,1.358,1.781,"",0.97,"",1.334,1.535,"","","",1.884,"",2.045,5.329,"",4.089,2.01,"","",1.089,1.044,"","","","","","","","","","","","",1.69,"",1.884,"",0.733,"",3.953,4.667,"","",3.327,0.698,"",1.978,5.206,"",4.726,"","","","",1.871,"",1.826,"",""
17,0.0,"","","","","","","",1.808,"","","",1.787,"",1.56,"","","","",1.017,"","","","","",1.646,"","","","","",3.019,"",1.765,"",1.868,"","",0.779,"",0.61,"",2.003,3.633,"","","","",2.056,"","","","","",0.888,"","","","","",1.089,1.044,"","","","","","","","",2.029,"",1.572,"",1.69,"","","",1.099,"",1.977,1.167,"","","",0.698,0.872,1.978,0.868,"",1.181,"",1.773,"","","","","","",""
18,0.0,"","","",1.868,"","","","","","","","",1.668,"","","","","","","","","","","",1.646,"","","","","","","","","","","","",0.779,"",0.61,1.358,0.223,"","","","","","",0.896,"","","","","","","",1.005,"","","","","","","","","","","",2.1,"","","","","",1.635,"","",0.366,"","","","","",0.555,0.698,"","","","","","","",1.463,"","","","","",""
19,0.0,"","",1.64,"",3.215,"","","",3.376,"","","",1.668,"",1.826,"","","","","","","","","",1.646,"","","","",1.039,"","","",1.295,"","","","","","","",1.113,"",1.94,"",5.335,3.069,2.056,"","","",1.998,2.045,"","","",2.01,1.119,1.652,1.089,"","","","","","","","","","",4.296,"","",1.69,"","","",0.366,"",5.93,1.167,"","",0.555,1.396,0.872,"","","",1.181,1.726,"",1.463,"","",1.897,"","",""
20,0.0,2.014,"","","","","","",1.808,"","","","",1.668,"",1.826,"",3.866,"","","","","",1.932,"","",1.233,"","",3.686,1.039,1.51,"","","","","","","","",0.61,"",0.668,"","",1.932,2.667,"","",0.896,"",1.884,"","","","","","","","",1.089,1.044,"","","","","","","","",2.029,"","","","","","","",1.831,"","",7.0,2.118,2.867,"",0.698,"",1.978,"","","","",1.773,2.925,2.066,"",1.897,"","",""
21,0.0,"","","","","","","","","","","","","","","","","","","","","","","","",1.646,"","",2.016,"","",1.51,"","","","",1.229,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.366,"","","","","",0.555,2.095,"","","","","","","","","","","","","",""
22,0.0,"","","","","",1.571,"",1.808,"",1.548,"","",1.668,"","","","","","","","","","",3.977,"","","",2.016,"","","",2.022,"","","","",2.065,0.779,"",0.61,"",0.445,"","","","","","","",2.087,"","","","","","",1.005,1.119,"","","","","","","","","","","","","","","","",1.635,"","","",0.876,"","","","","",0.698,"",1.978,"","","","","","","","","","","",""
23,0.0,"","","",1.868,3.215,"","",1.808,"","","","",1.668,"",1.826,"","",1.854,"","","","","","","",2.465,"","","","",1.51,2.022,"","","","","","","",1.221,1.358,1.335,"","","","","","",0.896,"",1.884,"","","","","","",1.119,"",1.089,"","","","",1.34,"","",2.153,"","","",3.145,"",1.69,"","","",1.099,0.876,"",2.333,"","",0.555,"",0.872,"","","",1.181,"",1.773,"",2.066,"","","","",""
24,0.0,"","","","","","","","","","","","",1.668,"","","","","","","","","","","","","","","","","","","","","","",1.229,"",0.779,"",1.221,"","","","","","","","",1.792,"","","","","",4.289,"","","",1.652,"","","","","","","","","","","","","","","",1.635,"","","",0.876,"","","","",0.555,0.698,"","","","","","","","","","","","","",""
25,0.0,"",1.512,1.64,"","","","","","","","","","","","","","","","","","","",0.966,"","","","","","","","","",3.53,"","","","","",1.591,0.61,1.358,0.223,"","","",1.334,"","","","","","","",0.888,"","","",1.119,"","","","","","",1.34,"","","",2.1,2.029,"","","","","",1.884,"",1.831,0.876,"","","",1.433,0.555,"","","",0.868,"","","","","","","","","","",""
26,0.0,"","","","","","","","","",1.548,"","","","","","","","","","","","",0.966,"","","",1.993,"","","","","","","","",2.458,2.065,"","","","",0.223,"","","","","","","",2.087,"","","","","","","","","","","","","","","","","","","","",1.432,"","","","","","",0.366,"","",1.167,"","",0.555,0.698,0.872,"","","","","","","","","","","","",3.789
27,0.0,"","","","","","","","",1.688,"","","","","","","","","","","","","","","","",1.233,"","","","","","",1.765,"","","","","","","","",0.445,"","","","",1.535,"",0.896,"","","","","","","","","","","",0.522,"","","","",1.608,1.878,"","","","","","",1.69,"","","",0.366,0.876,"","","","","",0.698,"",1.978,"","","","","","","","",1.897,"","",""
28,0.0,"",1.512,"",1.868,"",1.571,"",1.808,1.688,"","","",1.668,1.56,"","","","",1.017,"",1.894,"",0.966,"","","",1.993,8.063,1.843,4.155,"","",1.765,"",1.868,2.458,"",1.558,"","",1.358,1.558,"",1.94,"","","","",2.688,"","",1.998,"",0.888,"","",6.03,"","","",1.044,2.115,"","",1.34,3.216,"","",2.1,"","","","",1.69,1.635,"",1.813,1.831,"","",1.167,"",4.3,0.555,"",1.744,1.978,0.868,"","",1.726,1.773,1.463,"","",1.897,"","",""
29,0.0,"",1.512,"",1.868,"",1.571,"","","","","","","","","","","","","","","","",0.966,"","","","","","","",1.51,"","","","","","",2.337,"","","",0.668,"","",1.932,"","","",0.896,"","","","","","","","","","","",0.522,2.115,"","",1.34,"","","","","","",1.572,"","","","","","",0.876,"","","","","","","",1.978,"","","","","","","","","","","",""
30,0.0,"","","","","","",2.141,"","",1.548,"","","","","","","",1.854,1.017,"","","",1.932,"",1.646,"","","","","",1.51,"",1.765,"","",1.229,"",1.558,"",0.61,"","","","","","",1.535,"","","","","","","","","","",2.238,"","","",2.115,"","","","","","","","","","","",1.69,"","","",0.366,"","","","",1.433,0.555,"",0.872,"","","","","",1.773,"","","","","","",""
31,0.0,"","","","","","","","","","","","","","","","","","","","","",1.894,"","","","","","","","","","","","",3.736,"","","","",0.61,1.358,"","","",3.865,"","","",0.896,"","","","","","","","","","","","","","","",1.34,"","","","","","","","","","","","",0.366,1.752,"","","","",0.555,"",0.872,"","","","","","","",2.066,"","","","",""
32,0.0,"","",4.919,"",1.608,"","","","","","","","","","","","","","","","","","","","","","","","","","","",1.765,"","","","",1.558,"","","",1.113,"","","",4.001,"","","","",1.884,1.998,"","","","","",2.238,"","","","","","","","","","","","",1.432,"","","",1.635,"",1.813,0.733,2.628,"","","","","",2.095,"","",0.868,"","",1.726,"","","","","","","",""
33,0.0,2.014,"","","","","","","","","","","",1.668,"",1.826,"","","","","",1.894,"","",1.988,"","","","","",1.039,"","",1.765,"","","","",0.779,"",1.221,"",1.113,1.816,"","","","","",1.792,"",1.884,"","",0.888,"","","","","","",0.522,"","","",1.34,"","","","","",1.432,"","",1.69,"","","","",0.876,"","","","",0.555,"",0.872,1.978,0.868,1.459,"","",3.545,"","","","","","",""
34,0.0,"","","","","","","","","","","","","","","",2.116,"","","","","","","","",1.646,"","","","","","","","","","","","",0.779,"","","","","",0.97,"","","","","","","","",2.045,0.888,"","",2.01,"","",1.089,"","","","",1.34,"","","","","","","","","","","","",0.366,"","","","","","","","","",0.868,"","","",3.545,"","","","","","",""
35,0.0,"",1.512,"","","","","",1.808,"","","","",1.668,"","","","","",1.017,"","","",1.932,"","","","","","","",1.51,"",1.765,"","",1.229,"",1.558,"","",1.358,1.113,"","","",1.334,"","","","","","","","","","",2.01,"","","",1.567,"","","","","","",2.153,"","","","","",1.69,"","","",0.366,"",1.977,"","","",0.555,2.095,0.872,"","","","",1.726,1.773,"",4.131,"","","","",""
36,0.0,"","","","","",1.571,2.141,"","","","","",1.668,"","","","","",1.017,"","","","","",1.646,3.698,1.993,"",5.53,1.039,"","","","",3.736,"","","","",1.831,"",1.113,"","","","","","","","","",1.998,"",1.776,"","",1.005,"","",1.089,1.567,"","","","","","","","","",1.432,"","",1.69,"","","",0.733,"","","",2.118,"","",0.698,0.872,"",1.735,1.459,"",1.726,"",4.388,"","","","","",""
37,0.0,"","","","","","","","","","","","","",1.56,"","","","","","","","",0.966,"",1.646,"","","","","","","",1.765,"","",1.229,"","","",1.221,1.358,0.223,"","","","","","","","","","","","","","","","","","",0.522,"","","","","","","","","","",1.572,"","","","","",0.733,"","",1.167,"",1.433,0.555,"","","","","","","",1.773,"","","","",1.826,1.858,""
38,0.0,"",3.025,"","","","","",1.808,"","","","","","",1.826,2.116,1.933,"","","","","","","","","",1.993,"","","","","","",1.295,"","","",0.779,"","","",0.223,1.816,0.97,"","","","",0.896,"","","","","","","","","",1.652,"",1.044,"","",4.282,"",1.608,"","","","","",1.572,"",1.69,"","","","","","","","",1.433,"","","","","","",1.181,"","","","","","","","",""
39,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.221,"",0.223,"","","","","","",0.896,"","","","",0.888,"","",1.005,"","","","","","","","",1.608,"","","","","","","","",1.635,"","",0.366,"","",1.167,"","","",0.698,"","",0.868,"","","",1.773,"","","","","","",""
40,0.0,"",1.512,"","","",1.571,"",1.808,"",1.548,"","",3.336,"","","","",1.854,"","",1.894,"","","","","","","",1.843,1.039,"","","","","","","","","","","",0.89,"","","","","","","","",1.884,"","","",2.145,"","","","",4.356,1.044,"","","","","","","","",2.029,"","","","","","","",1.465,"","","",2.118,"",1.109,0.698,"","","",1.459,"","","","","","",1.897,1.826,"",""
41,0.0,2.014,1.512,"","","","","","","",1.548,"","",1.668,"","","","","","","","","","","","","","","","","","","","","","","","",0.779,1.591,0.61,"",0.668,"","","","","","",0.896,"","","","","","","",1.005,1.119,"","","","","","","","",1.878,"","","","","","","","","",1.813,0.366,"","","",2.118,"","","",0.872,"","","",1.181,"",3.545,"","","","","","",""
42,0.0,"","","","","","","","","","","","","","",1.826,"","","","","","","","","","","","","","",2.078,"","","","","","","",0.779,"","","","","","","","","","","","","","","","","","","","","","",1.044,"","","","","","","","",2.029,"","","","","",1.884,"","",0.876,"",1.167,"","",0.555,"","","","","","","","","","","","","","",""
43,0.0,"","","",1.868,"","","","","","","","","","","","","","","","","","","","","","",1.993,"",1.843,"",1.51,"","","","","","","","",0.61,"",0.223,"",0.97,"","","","","","","","","","","","","","","","","","","","",1.34,"",1.878,"","","","","","",3.379,"","","",0.366,0.876,"",2.333,"","",1.109,"","","","","",1.181,"","","","","","","","",""
44,0.0,"","",1.64,"","","","","","",1.548,"","","","","","","","","","","","",0.966,"","",1.233,"","","",1.039,"","","","","","","","","","","",0.223,"","","","","","","","","","","",0.888,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.868,2.919,"","","","","","","","","",""
45,0.0,"","","","","","","","","",1.548,"","",1.668,"","","","","","","",1.894,"","","",1.646,1.233,"",6.047,3.686,6.233,"","","","","","","","",1.591,2.442,"",0.668,3.633,0.97,"","",1.535,"",3.584,"","","",4.091,4.441,2.145,"",1.005,4.475,"",2.178,4.7,"",1.595,"",2.679,"",1.878,"","",2.029,2.864,1.572,"","","",3.769,1.813,1.465,0.876,1.977,"",4.236,"","",2.095,"","",4.338,"",1.181,1.726,"","","",3.742,1.897,"",1.858,""
46,0.0,"","",1.64,"",1.608,"","","","","","","","","",1.826,"","",1.854,"","",1.894,"","","","","","","",1.843,"","",2.022,"","","","","","",1.591,0.61,"",0.445,"",0.97,"",1.334,"","",0.896,"","","","",0.888,"","","",1.119,1.652,"","",2.115,"","","","","","","","","","","","","",1.884,"",0.366,0.876,"",1.167,"","","","",2.615,3.957,0.868,"","",1.726,"","","","","","",1.858,""
47,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","",1.993,"","","","","","","",1.868,"","","","","","","",1.816,0.97,"","",1.535,"",0.896,"","","","",0.888,"","",1.005,1.119,"",1.089,0.522,"","","","","",1.878,"","","","","","","","","","",1.099,"","","","","","","","","",0.868,"","","","","","",1.871,"","","",""
48,0.0,"","","","","","","","","",1.548,"","","","","","","",1.854,1.017,"","","","","","","",1.993,"","","",3.019,"","","","","","","","",2.442,"",0.89,"","","","","","",1.792,"","","","","","","","","","",1.089,0.522,"","","","","",1.878,2.153,"","","","","",1.69,"",1.884,"",0.366,1.752,"",1.167,"","",0.555,"","","","","","","","","","","","","",1.858,""
49,0.0,"","","","","",1.571,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.458,"",0.779,"",0.61,1.358,0.223,"","","",1.334,"","",0.896,"","","","","","","","",1.119,"","",0.522,"","","","","","","","","","","","","","","","",0.366,0.876,"","","","",1.109,"",0.872,"","",1.459,1.181,"","","","","","","","",""
50,0.0,"","","","","","","","","","","","","","","","","",1.854,"","","","","","","",1.233,"","","","",1.51,"","","","",1.229,"","","",1.831,"",0.223,"","",1.932,1.334,"","",0.896,"","","","",0.888,"","","","","","","","","","",1.34,"","","",2.1,"","","","","",1.635,"",1.813,0.366,"","",1.167,"","",0.555,"",0.872,"",0.868,"","","",1.773,"","","",1.897,3.652,"",""
51,0.0,"","","","","",1.571,"","","",3.095,"","","","","","","","",1.017,"","","",0.966,"","","","","",1.843,1.039,"","","","","","","","","",1.831,"",1.113,"","","",1.334,1.535,"",0.896,2.087,"","",2.045,0.888,"","","",1.119,"","",0.522,"","","",2.679,"","","","","",1.432,"","","","","","",0.733,"","",1.167,"","","","",0.872,"",0.868,"",1.181,"",1.773,"","","",1.897,"","",""
52,0.0,"","","","","","","","","","","","","","",1.826,"","","",1.017,"","",1.894,0.966,1.988,"","","","",1.843,"",1.51,"",1.765,"","",1.229,"","","",0.61,1.358,"","","",1.932,"","","","","","","","","","","","",1.119,"",1.089,0.522,"","","",1.34,"","","","","","","","",1.69,"","","",0.733,0.876,1.977,"","","",1.109,0.698,"","","","",1.181,"",3.545,"","","",1.897,"","",""
53,0.0,"","","","","","","","","","","","","","","","","","","","","","",0.966,"","","","","","","","","","","","","","",0.779,"",1.221,1.358,0.668,"","","","","","",0.896,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.876,"","","","",0.555,0.698,"","","","","","","",1.463,"","","","","",""
54,0.0,"",1.512,1.64,1.868,1.608,1.571,"",1.808,"","","","",1.668,"","","",3.866,"","","",1.894,1.894,"","","","","","",1.843,"","","","","","",1.229,"","","",0.61,"",0.668,"",1.94,"",1.334,"","",1.792,"","","","","","","","","","",3.267,1.567,"","","",4.019,"",1.878,"","",2.029,"","","","",1.635,"",1.813,1.099,0.876,"","","","",0.555,"",0.872,"","","","",1.726,1.773,"","","","","","",""
55,0.0,"","","","","",1.571,"","","","","","","","","",4.232,"","","","","","","","",1.646,"",1.993,"","","",3.019,"","","",1.868,1.229,"","","","","",0.223,3.633,3.88,"",1.334,"","","","","","","",0.888,2.145,"",1.005,2.238,"",1.089,"","","","",4.019,"","","",2.1,"","","","","","",1.884,"",0.366,0.876,"","","","",0.555,0.698,"",1.978,0.868,1.459,2.363,"","","","","",1.897,"","",""
56,0.0,"","","","","","","","","","","","","","",1.826,"","","","","","","","","","","","","",1.843,"","","","","","",1.229,"",0.779,1.591,1.221,"",0.223,1.816,0.97,"",1.334,1.535,"","","","","","","","","",1.005,1.119,"","",1.567,"","","",2.679,"","","","","",1.432,"","","","",3.769,"",0.366,"","",1.167,"","","",0.698,0.872,"","","",1.181,"","","","","","","","",""
57,0.0,"",3.025,"","",1.608,"","","","",1.548,"","","","","","","","","","","",3.788,"","","","","","",1.843,1.039,"","","",1.295,"","","",1.558,"",1.221,1.358,1.113,"",0.97,3.865,"","",2.056,2.688,"","","",2.045,1.776,"","",4.02,"",1.652,"","","",3.189,"",4.019,"","","","","","","","",1.69,1.635,"","",0.733,1.752,"","","",4.3,0.555,"","",3.957,1.735,1.459,2.363,"","",2.925,"",1.871,"","","",""
58,0.0,"","","","","","","","","","","","","",1.56,"","","","","","","","","","",1.646,"","","","","","","","","","",1.229,"","","","","","","","",1.932,"","","",0.896,2.087,"","","",0.888,"","","","","","",0.522,"","","","","","","","","",1.432,"","","","","",1.813,0.733,"","","","","",0.555,"","","",0.868,"","","",3.545,"","","","","","",""
59,0.0,"","","","","","","",1.808,"",1.548,"","","","",1.826,"","","","","","",1.894,"","",1.646,"","",2.016,"","",1.51,4.045,"","","","","","","",1.221,1.358,1.335,1.816,0.97,"",1.334,"","","","","","","",1.776,"","","","",1.652,1.089,"","","",2.141,"","","","","","",2.864,"","","",1.635,"","",1.099,"","",2.333,"",1.433,1.109,0.698,1.744,"",1.735,"",1.181,"",1.773,"","","",1.897,"",3.715,1.894
60,0.0,"","","","","","","","","",3.095,"","","","",1.826,"","","","","","","","","","","","","","","","","","","","","","","","","","",0.445,"","","","","","",0.896,"","","","","","","",1.005,"","","","",2.115,"",2.141,"","",1.878,"",2.1,"","","","","","","","",0.366,"","","","","","",0.698,0.872,"","","","","",1.773,"","","","","","",1.894
61,0.0,"","","","","",1.571,"","","","","","","","",1.826,"","","","","","","","","",1.646,1.233,"","","","",1.51,"","","","",1.229,"","",1.591,1.221,"",0.445,"","","","",1.535,"",1.792,"","","","",0.888,"","","","","","","","","","","","","","","","","","","","",1.635,1.884,"",0.366,0.876,"","","","",0.555,0.698,"","",0.868,"","","",1.773,"",2.066,"","","","",1.894
62,0.0,"","","","","","","","","","","","","","","","",1.933,"","","","","",0.966,"",1.646,"","","",1.843,"",3.019,"","","","","","","","",1.831,1.358,0.445,"","","","","","",1.792,"","","","","","","","","","","","","","","","","","","","","",1.432,"","",1.69,"","","",0.733,"","","","","",1.109,1.396,0.872,"","","","","",1.773,"","","","",3.652,"",""
63,0.0,"","","","","",3.141,"","","","","","","","","","","","","","","","","","","",2.465,"","","","","","","","","","","","","",2.442,1.358,0.223,"","","","","","",0.896,2.087,"","","",1.776,"","","","","","","","","",2.141,1.34,"","","","","","","","","","","","",0.366,1.752,"",2.333,"","",0.555,"",0.872,1.978,1.735,"","","",1.773,2.925,"",1.871,"","","",""
64,0.0,"","","","","","","",1.808,"","","","","",1.56,"","","","","","","","","","","","","","","","",1.51,"",1.765,"","","","","","",0.61,"",0.223,"","","","","","",1.792,"","","","","","","",3.015,1.119,"","",0.522,"","","","","","","","","","","","","","","","",0.733,1.752,"","","","",1.109,"",1.744,1.978,"","","","","","","","","","","",""
65,0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.366,"","",1.167,"","",1.109,"","","","","","","","","","","","","","",""
66,0.0,"","","","","","","",5.424,"","","","","","","","","","","","","",1.894,0.966,1.988,1.646,"","","",1.843,"","","","","",1.868,"","",0.779,"",1.221,1.358,0.223,"",0.97,"","","","",0.896,2.087,"","","","","","",1.005,2.238,"","",1.044,"","",2.141,"","","","",2.1,"","",1.572,"","",1.635,"",1.813,"",0.876,"",2.333,"","",0.555,"","","","","",1.181,"","","",2.066,"","","","",1.894
67,0.0,"","","","","","","","",1.688,"","","",3.336,"",3.651,"","","",1.017,"","","","","","",1.233,"",2.016,1.843,4.155,"","","","",1.868,"","",2.337,3.181,"","",0.89,"",0.97,"",2.667,1.535,"",0.896,"","","",2.045,2.664,"","",1.005,4.475,1.652,"",2.089,"","","",1.34,"","","","","","",1.572,"","",1.635,"","",2.93,0.876,"","","","",0.555,1.396,0.872,3.957,2.603,"",1.181,"","","",2.066,"","","","",""
68,0.0,"","","","","","","","","","","","","","","","","","",1.017,"","","",0.966,"","","","","","","","","","","","","","",1.558,"","","","","","","","","","",1.792,"","","","","","","","","","",1.089,"","","",2.141,"","","",2.153,"","","","","","","","","","",0.876,"","","","","","","",1.978,"","","","","","",2.066,"","","","",""
69,0.0,"","","","","","","","","","","","",1.668,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
70,0.0,"","","","","","","","",1.688,"","","","","","","",1.933,"",1.017,"","","","","","","","","","","","","",1.765,"","","","","","",1.831,"",0.668,"","","","","","",0.896,"","","","","","","","","",1.652,"","","","","","","","","","","","",1.572,"","","","","",0.733,"","","","","",0.555,"","",1.978,"","","","","","","","","","","",""
71,0.0,"","","","","","","",1.808,"","","","",1.668,"",1.826,"","",1.854,"","","","","","","","",1.993,"","",5.194,"",6.067,"","","","","","","",0.61,"",1.781,"",1.94,"",2.667,"","",0.896,"","","","",4.441,2.145,"","",2.238,"",1.089,2.611,4.23,"","","","","","","","",4.296,"","","","","","",1.831,1.752,"","","",2.867,"",2.793,"",1.978,4.338,1.459,3.544,"","","",2.066,3.742,"","","",""
72,0.0,"","","",1.868,1.608,"","","","","","","","",1.56,"","","","",2.034,"",1.894,1.894,0.966,"","","",1.993,"","","","","","",1.295,1.868,2.458,"",0.779,"",0.61,1.358,0.668,"","","",1.334,1.535,2.056,1.792,4.175,"","","","","","","","","","","","","","",1.34,"",1.878,"","",2.029,1.432,"","","","","","",0.366,0.876,1.977,"",2.118,1.433,0.555,"",0.872,"","",1.459,"","","","","","","","","",""
73,0.0,"","","","","","","","","","","","","","","","","","","","",3.788,"","","","","","","","","","","","","","",1.229,"","","",1.831,1.358,0.223,"","","","","","",0.896,2.087,1.884,"","",0.888,4.289,"","","","","","","","",4.282,1.34,"","","","","",1.432,"","","","","","","",1.752,"","","","",0.555,"",0.872,"",0.868,"",1.181,1.726,"","","","","",3.652,"",""
74,0.0,"","","","","","","","","","","","","","","","","","",2.034,"","","",1.932,"",1.646,"","",2.016,"","","","","","","","","","","","","","",1.816,"","","","","","","","","","","","","",1.005,"","","","","","","","","","","","",2.029,1.432,"","","","","","","","","","","","","",0.698,"","","","",1.181,"","","","","","","","",""
